frame_index,accepted_beat_delay_seconds,accepted_beat_limiter_joints,accepted_beat_pose_error_rad,accepted_beat_time_seconds,audio_history_seconds,audio_time_seconds,beat_quality,boundary_effect_weight,bridge_acceleration_residual,bridge_attempts,bridge_failure_reason,bridge_generation,bridge_output_modified,bridge_position_residual,bridge_preparation_status,bridge_velocity_residual,collision_override,current_motion_cluster_id,current_motion_id,current_phase,dynamic_range_db,entry_contact_score,entry_feature_ms,entry_frame_index,entry_music_score,entry_phase,entry_pose_score,entry_remaining_seconds,entry_root_score,entry_total_score,entry_velocity_score,event,exit_frame_index,exit_phase,exit_seconds,failed_motion_ids,fallback_reason,limiter_activated_joints,limiter_activation_rate,limiter_enabled,match_confidence,match_rejection_reason,match_state,motion_fully_ready_ms,motion_grounding_ms,motion_load_ms,motion_margin,motion_timing,negative_style_score,output_max_joint_acceleration_rad_s2,output_max_joint_speed_rad_s,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_joint,output_max_wrist_speed_rad_s,pending_motion_cluster_id,pending_motion_id,phase_correction_remaining,post_switch_xy_delta_m,post_switch_yaw_delta_rad,post_switch_z_delta_m,preferred_motion_id,preparation_delay_seconds,query_bpm,query_tags,ranked_motions,ranked_tracks,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_joint,raw_max_wrist_speed_rad_s,ready_motion_ids,ready_pool_size,root_x,root_y,root_yaw,root_z,shortlist,signal_rms,speed_multiplier,switch_anchor_xy_delta_m,switch_anchor_yaw_delta_rad,switch_anchor_z_delta_m,target_max_joint_speed_rad_s,target_speed_multiplier,terminal_safe_idle_active,terminal_time_seconds,top_genre,top_genre_score,top_motion_id,top_motion_score,top_track_id,top_track_score,track_margin,transition_backend,transition_blend,transition_duration_seconds,transition_motion_id,transition_pair_count,transition_phase,transition_preparation_seconds,transition_reason,transition_speed_multiplier,trimmed_seconds,wall_time_seconds
2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,0.000000000,,0.000000000,37.848000,30.000000,37.880000,0.958247,1.0,4.547473508864641e-13,1,,4,0,3.1086244689504383e-15,ready,5.805078640008787e-14,0,HO:v0:k2:r0,gHO_sBM_cAll_d20_mHO5_ch05,0.365611190,25.849124,0.000000,16.995100,61,0.000000,0.143529412,2.187948,6.066667,1.118402,1.775015,2.949239,,340,0.8,5.666666666666667,,,,0.000000000,1,0.977036,,accepted,299.339700,257.938500,12.934000,0.002821,beat-sync,0.067955,35.016520,3.358051,0.189703476,left_wrist_yaw,left_wrist_yaw,0.496140843,,gHO_sBM_cAll_d19_mHO2_ch02,-0.052698888,0.002576217,0.018988235,0.001168350,gHO_sBM_cAll_d19_mHO2_ch02,,120.967742,Electronic---Electro:0.199503;Electronic---Techno:0.192274;Electronic---Deep Techno:0.149796;Electronic---Synth-pop:0.118409;Electronic---Deep House:0.114576,gHO_sBM_cAll_d20_mHO5_ch10:0.651306;gHO_sBM_cAll_d21_mHO5_ch10:0.648486;gHO_sBM_cAll_d20_mHO5_ch06:0.648397;gHO_sBM_cAll_d21_mHO5_ch09:0.647287;gHO_sBM_cAll_d21_mHO5_ch03:0.641603;gHO_sBM_cAll_d19_mHO2_ch02:0.638263;gHO_sBM_cAll_d21_mHO5_ch05:0.633210;gHO_sBM_cAll_d21_mHO2_ch01:0.632183;gHO_sBM_cAll_d20_mHO5_ch05:0.630080;gHO_sBM_cAll_d21_mHO5_ch02:0.629705;gHO_sBM_cAll_d20_mHO5_ch04:0.629144;gHO_sBM_cAll_d21_mHO2_ch02:0.628487;gHO_sBM_cAll_d19_mHO2_ch01:0.628306;gHO_sBM_cAll_d21_mHO5_ch04:0.627001;gHO_sBM_cAll_d20_mHO5_ch07:0.626694;gHO_sBM_cAll_d21_mHO3_ch01:0.624533;gHO_sBM_cAll_d20_mHO5_ch09:0.622770;gHO_sBM_cAll_d21_mHO5_ch08:0.621031;gHO_sBM_cAll_d21_mHO3_ch02:0.619723;gHO_sBM_cAll_d20_mHO5_ch08:0.619374,JB3:0.676076;JB5:0.659498;JB1:0.635980;LO4:0.631837;WA4:0.618847,0.189703476,left_wrist_yaw,left_wrist_yaw,0.528559678,gPO_sBM_cAll_d10_mPO3_ch02;gPO_sBM_cAll_d10_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch02;gPO_sBM_cAll_d10_mPO0_ch02;gPO_sBM_cAll_d12_mPO3_ch02;gPO_sBM_cAll_d12_mPO2_ch02;gPO_sBM_cAll_d10_mPO2_ch02;gPO_sBM_cAll_d12_mPO3_ch01;gPO_sBM_cAll_d12_mPO2_ch01;gPO_sBM_cAll_d10_mPO3_ch01;gHO_sBM_cAll_d20_mHO5_ch05;gHO_sBM_cAll_d21_mHO5_ch04;gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,23,0.524369,-0.201071,0.195464,0.900454,gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,0.287464439,0.550000,0.000000000,0.000000000,0.000000000,3.450836,0.550000,0,35.899033,HO,0.842011,gHO_sBM_cAll_d20_mHO5_ch10,0.651306,JB3,0.676076,0.016578,hermite,0.000000,0.350000,,106238,0.143529412,0.4910511999987648,selected_exit,,1.416666666666666,37.700862000
2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,0.000000000,,0.000000000,37.848000,30.000000,37.912000,0.958247,1.0,4.547473508864641e-13,1,,4,0,3.1086244689504383e-15,ready,5.805078640008787e-14,0,HO:v0:k2:r0,gHO_sBM_cAll_d20_mHO5_ch05,0.368184359,25.849124,0.000000,16.995100,61,0.000000,0.143529412,2.187948,6.066667,1.118402,1.775015,2.949239,,340,0.8,5.666666666666667,,,,0.000000000,1,0.977036,,accepted,299.339700,257.938500,12.934000,0.002821,beat-sync,0.067955,29.168442,3.547292,0.176257488,left_wrist_yaw,left_wrist_yaw,0.354108110,,gHO_sBM_cAll_d19_mHO2_ch02,-0.052698771,0.002576217,0.018988235,0.001168350,gHO_sBM_cAll_d19_mHO2_ch02,,120.967742,Electronic---Electro:0.199503;Electronic---Techno:0.192274;Electronic---Deep Techno:0.149796;Electronic---Synth-pop:0.118409;Electronic---Deep House:0.114576,gHO_sBM_cAll_d20_mHO5_ch10:0.651306;gHO_sBM_cAll_d21_mHO5_ch10:0.648486;gHO_sBM_cAll_d20_mHO5_ch06:0.648397;gHO_sBM_cAll_d21_mHO5_ch09:0.647287;gHO_sBM_cAll_d21_mHO5_ch03:0.641603;gHO_sBM_cAll_d19_mHO2_ch02:0.638263;gHO_sBM_cAll_d21_mHO5_ch05:0.633210;gHO_sBM_cAll_d21_mHO2_ch01:0.632183;gHO_sBM_cAll_d20_mHO5_ch05:0.630080;gHO_sBM_cAll_d21_mHO5_ch02:0.629705;gHO_sBM_cAll_d20_mHO5_ch04:0.629144;gHO_sBM_cAll_d21_mHO2_ch02:0.628487;gHO_sBM_cAll_d19_mHO2_ch01:0.628306;gHO_sBM_cAll_d21_mHO5_ch04:0.627001;gHO_sBM_cAll_d20_mHO5_ch07:0.626694;gHO_sBM_cAll_d21_mHO3_ch01:0.624533;gHO_sBM_cAll_d20_mHO5_ch09:0.622770;gHO_sBM_cAll_d21_mHO5_ch08:0.621031;gHO_sBM_cAll_d21_mHO3_ch02:0.619723;gHO_sBM_cAll_d20_mHO5_ch08:0.619374,JB3:0.676076;JB5:0.659498;JB1:0.635980;LO4:0.631837;WA4:0.618847,0.176257488,left_wrist_yaw,left_wrist_yaw,0.345988411,gPO_sBM_cAll_d10_mPO3_ch02;gPO_sBM_cAll_d10_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch02;gPO_sBM_cAll_d10_mPO0_ch02;gPO_sBM_cAll_d12_mPO3_ch02;gPO_sBM_cAll_d12_mPO2_ch02;gPO_sBM_cAll_d10_mPO2_ch02;gPO_sBM_cAll_d12_mPO3_ch01;gPO_sBM_cAll_d12_mPO2_ch01;gPO_sBM_cAll_d10_mPO3_ch01;gHO_sBM_cAll_d20_mHO5_ch05;gHO_sBM_cAll_d21_mHO5_ch04;gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,23,0.522861,-0.199372,0.240286,0.899328,gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,0.287464439,0.550000,0.000000000,0.000000000,0.000000000,3.648715,0.550000,0,35.899033,HO,0.842011,gHO_sBM_cAll_d20_mHO5_ch10,0.651306,JB3,0.676076,0.016578,hermite,0.000000,0.350000,,106238,0.143529412,0.4910511999987648,selected_exit,,1.416666666666666,37.732838000
2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,0.000000000,,0.000000000,37.848000,30.000000,37.944000,0.958247,1.0,4.547473508864641e-13,1,,4,0,3.1086244689504383e-15,ready,5.805078640008787e-14,0,HO:v0:k2:r0,gHO_sBM_cAll_d20_mHO5_ch05,0.370764827,25.849124,0.000000,16.995100,61,0.000000,0.143529412,2.187948,6.066667,1.118402,1.775015,2.949239,,340,0.8,5.666666666666667,,,,0.000000000,1,0.977036,,accepted,299.339700,257.938500,12.934000,0.002821,beat-sync,0.067955,41.265404,3.910401,0.158902230,left_wrist_yaw,left_wrist_yaw,0.686829753,,gHO_sBM_cAll_d19_mHO2_ch02,-0.052698670,0.002576217,0.018988235,0.001168350,gHO_sBM_cAll_d19_mHO2_ch02,,120.967742,Electronic---Electro:0.199503;Electronic---Techno:0.192274;Electronic---Deep Techno:0.149796;Electronic---Synth-pop:0.118409;Electronic---Deep House:0.114576,gHO_sBM_cAll_d20_mHO5_ch10:0.651306;gHO_sBM_cAll_d21_mHO5_ch10:0.648486;gHO_sBM_cAll_d20_mHO5_ch06:0.648397;gHO_sBM_cAll_d21_mHO5_ch09:0.647287;gHO_sBM_cAll_d21_mHO5_ch03:0.641603;gHO_sBM_cAll_d19_mHO2_ch02:0.638263;gHO_sBM_cAll_d21_mHO5_ch05:0.633210;gHO_sBM_cAll_d21_mHO2_ch01:0.632183;gHO_sBM_cAll_d20_mHO5_ch05:0.630080;gHO_sBM_cAll_d21_mHO5_ch02:0.629705;gHO_sBM_cAll_d20_mHO5_ch04:0.629144;gHO_sBM_cAll_d21_mHO2_ch02:0.628487;gHO_sBM_cAll_d19_mHO2_ch01:0.628306;gHO_sBM_cAll_d21_mHO5_ch04:0.627001;gHO_sBM_cAll_d20_mHO5_ch07:0.626694;gHO_sBM_cAll_d21_mHO3_ch01:0.624533;gHO_sBM_cAll_d20_mHO5_ch09:0.622770;gHO_sBM_cAll_d21_mHO5_ch08:0.621031;gHO_sBM_cAll_d21_mHO3_ch02:0.619723;gHO_sBM_cAll_d20_mHO5_ch08:0.619374,JB3:0.676076;JB5:0.659498;JB1:0.635980;LO4:0.631837;WA4:0.618847,0.158902230,left_wrist_yaw,left_wrist_yaw,0.646598013,gPO_sBM_cAll_d10_mPO3_ch02;gPO_sBM_cAll_d10_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch02;gPO_sBM_cAll_d10_mPO0_ch02;gPO_sBM_cAll_d12_mPO3_ch02;gPO_sBM_cAll_d12_mPO2_ch02;gPO_sBM_cAll_d10_mPO2_ch02;gPO_sBM_cAll_d12_mPO3_ch01;gPO_sBM_cAll_d12_mPO2_ch01;gPO_sBM_cAll_d10_mPO3_ch01;gHO_sBM_cAll_d20_mHO5_ch05;gHO_sBM_cAll_d21_mHO5_ch04;gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,23,0.522145,-0.197366,0.279321,0.895719,gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,0.287464439,0.550000,0.000000000,0.000000000,0.000000000,4.032595,0.550000,0,35.899033,HO,0.842011,gHO_sBM_cAll_d20_mHO5_ch10,0.651306,JB3,0.676076,0.016578,hermite,0.000000,0.350000,,106238,0.143529412,0.4910511999987648,selected_exit,,1.416666666666666,37.766149100
2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,0.000000000,,0.000000000,37.848000,30.000000,37.976000,0.958247,1.0,4.547473508864641e-13,1,,4,0,3.1086244689504383e-15,ready,5.805078640008787e-14,0,HO:v0:k2:r0,gHO_sBM_cAll_d20_mHO5_ch05,0.373376160,25.849124,0.000000,16.995100,61,0.000000,0.143529412,2.187948,6.066667,1.118402,1.775015,2.949239,beat_limiter_result,340,0.8,5.666666666666667,,,,0.000000000,1,0.977036,,accepted,299.339700,257.938500,12.934000,0.002821,beat-sync,0.067955,112.646528,2.400670,0.156073240,right_wrist_yaw,left_wrist_pitch,0.767123266,,gHO_sBM_cAll_d19_mHO2_ch02,-0.052698583,0.002576217,0.018988235,0.001168350,gHO_sBM_cAll_d19_mHO2_ch02,,120.967742,Electronic---Electro:0.199503;Electronic---Techno:0.192274;Electronic---Deep Techno:0.149796;Electronic---Synth-pop:0.118409;Electronic---Deep House:0.114576,gHO_sBM_cAll_d20_mHO5_ch10:0.651306;gHO_sBM_cAll_d21_mHO5_ch10:0.648486;gHO_sBM_cAll_d20_mHO5_ch06:0.648397;gHO_sBM_cAll_d21_mHO5_ch09:0.647287;gHO_sBM_cAll_d21_mHO5_ch03:0.641603;gHO_sBM_cAll_d19_mHO2_ch02:0.638263;gHO_sBM_cAll_d21_mHO5_ch05:0.633210;gHO_sBM_cAll_d21_mHO2_ch01:0.632183;gHO_sBM_cAll_d20_mHO5_ch05:0.630080;gHO_sBM_cAll_d21_mHO5_ch02:0.629705;gHO_sBM_cAll_d20_mHO5_ch04:0.629144;gHO_sBM_cAll_d21_mHO2_ch02:0.628487;gHO_sBM_cAll_d19_mHO2_ch01:0.628306;gHO_sBM_cAll_d21_mHO5_ch04:0.627001;gHO_sBM_cAll_d20_mHO5_ch07:0.626694;gHO_sBM_cAll_d21_mHO3_ch01:0.624533;gHO_sBM_cAll_d20_mHO5_ch09:0.622770;gHO_sBM_cAll_d21_mHO5_ch08:0.621031;gHO_sBM_cAll_d21_mHO3_ch02:0.619723;gHO_sBM_cAll_d20_mHO5_ch08:0.619374,JB3:0.676076;JB5:0.659498;JB1:0.635980;LO4:0.631837;WA4:0.618847,0.156073240,right_wrist_yaw,left_wrist_pitch,0.761449623,gPO_sBM_cAll_d10_mPO3_ch02;gPO_sBM_cAll_d10_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch02;gPO_sBM_cAll_d10_mPO0_ch02;gPO_sBM_cAll_d12_mPO3_ch02;gPO_sBM_cAll_d12_mPO2_ch02;gPO_sBM_cAll_d10_mPO2_ch02;gPO_sBM_cAll_d12_mPO3_ch01;gPO_sBM_cAll_d12_mPO2_ch01;gPO_sBM_cAll_d10_mPO3_ch01;gHO_sBM_cAll_d20_mHO5_ch05;gHO_sBM_cAll_d21_mHO5_ch04;gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,23,0.524945,-0.194166,0.313121,0.890138,gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,0.287464439,0.550000,0.000000000,0.000000000,0.000000000,2.472661,0.550000,0,35.899033,HO,0.842011,gHO_sBM_cAll_d20_mHO5_ch10,0.651306,JB3,0.676076,0.016578,hermite,0.000000,0.350000,,106238,0.143529412,0.4910511999987648,selected_exit,,1.416666666666666,37.799696800
2325,0.000000000,,0.000000000,37.848000,30.000000,38.008000,0.958247,1.0,4.547473508864641e-13,1,,4,0,3.1086244689504383e-15,ready,5.805078640008787e-14,0,HO:v0:k2:r0,gHO_sBM_cAll_d20_mHO5_ch05,0.374651924,25.849124,0.000000,16.995100,61,0.000000,0.143529412,2.187948,6.066667,1.118402,1.775015,2.949239,,340,0.8,5.666666666666667,,,,0.000000000,1,0.977036,,accepted,299.339700,257.938500,12.934000,0.002821,beat-sync,0.067955,119.200084,2.813018,0.157436908,right_wrist_yaw,right_wrist_pitch,0.476552810,,gHO_sBM_cAll_d19_mHO2_ch02,-0.052698545,0.002576217,0.018988235,0.001168350,gHO_sBM_cAll_d19_mHO2_ch02,,120.967742,Electronic---Electro:0.199503;Electronic---Techno:0.192274;Electronic---Deep Techno:0.149796;Electronic---Synth-pop:0.118409;Electronic---Deep House:0.114576,gHO_sBM_cAll_d20_mHO5_ch10:0.651306;gHO_sBM_cAll_d21_mHO5_ch10:0.648486;gHO_sBM_cAll_d20_mHO5_ch06:0.648397;gHO_sBM_cAll_d21_mHO5_ch09:0.647287;gHO_sBM_cAll_d21_mHO5_ch03:0.641603;gHO_sBM_cAll_d19_mHO2_ch02:0.638263;gHO_sBM_cAll_d21_mHO5_ch05:0.633210;gHO_sBM_cAll_d21_mHO2_ch01:0.632183;gHO_sBM_cAll_d20_mHO5_ch05:0.630080;gHO_sBM_cAll_d21_mHO5_ch02:0.629705;gHO_sBM_cAll_d20_mHO5_ch04:0.629144;gHO_sBM_cAll_d21_mHO2_ch02:0.628487;gHO_sBM_cAll_d19_mHO2_ch01:0.628306;gHO_sBM_cAll_d21_mHO5_ch04:0.627001;gHO_sBM_cAll_d20_mHO5_ch07:0.626694;gHO_sBM_cAll_d21_mHO3_ch01:0.624533;gHO_sBM_cAll_d20_mHO5_ch09:0.622770;gHO_sBM_cAll_d21_mHO5_ch08:0.621031;gHO_sBM_cAll_d21_mHO3_ch02:0.619723;gHO_sBM_cAll_d20_mHO5_ch08:0.619374,JB3:0.676076;JB5:0.659498;JB1:0.635980;LO4:0.631837;WA4:0.618847,0.157436908,right_wrist_yaw,right_wrist_pitch,0.478987042,gPO_sBM_cAll_d10_mPO3_ch02;gPO_sBM_cAll_d10_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch02;gPO_sBM_cAll_d10_mPO0_ch02;gPO_sBM_cAll_d12_mPO3_ch02;gPO_sBM_cAll_d12_mPO2_ch02;gPO_sBM_cAll_d10_mPO2_ch02;gPO_sBM_cAll_d12_mPO3_ch01;gPO_sBM_cAll_d12_mPO2_ch01;gPO_sBM_cAll_d10_mPO3_ch01;gHO_sBM_cAll_d20_mHO5_ch05;gHO_sBM_cAll_d21_mHO5_ch04;gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,23,0.525039,-0.192674,0.326494,0.886360,gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,0.287464439,0.550000,0.000000000,0.000000000,0.000000000,2.895317,0.550000,0,35.899033,HO,0.842011,gHO_sBM_cAll_d20_mHO5_ch10,0.651306,JB3,0.676076,0.016578,hermite,0.000000,0.350000,,106238,0.143529412,0.4910511999987648,selected_exit,,1.416666666666666,37.817179500
2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,0.000000000,,0.000000000,37.848000,30.000000,38.040000,0.958247,1.0,4.547473508864641e-13,1,,4,0,3.1086244689504383e-15,ready,5.805078640008787e-14,0,HO:v0:k2:r0,gHO_sBM_cAll_d20_mHO5_ch05,0.377260423,25.849124,0.000000,16.995100,61,0.000000,0.143529412,2.187948,6.066667,1.118402,1.775015,2.949239,,340,0.8,5.666666666666667,,,,0.000000000,1,0.977036,,accepted,299.339700,257.938500,12.934000,0.002821,beat-sync,0.067955,178.870546,2.539518,0.160744077,right_wrist_yaw,right_wrist_pitch,0.637419449,,gHO_sBM_cAll_d19_mHO2_ch02,-0.052698475,0.002576217,0.018988235,0.001168350,gHO_sBM_cAll_d19_mHO2_ch02,,120.967742,Electronic---Electro:0.199503;Electronic---Techno:0.192274;Electronic---Deep Techno:0.149796;Electronic---Synth-pop:0.118409;Electronic---Deep House:0.114576,gHO_sBM_cAll_d20_mHO5_ch10:0.651306;gHO_sBM_cAll_d21_mHO5_ch10:0.648486;gHO_sBM_cAll_d20_mHO5_ch06:0.648397;gHO_sBM_cAll_d21_mHO5_ch09:0.647287;gHO_sBM_cAll_d21_mHO5_ch03:0.641603;gHO_sBM_cAll_d19_mHO2_ch02:0.638263;gHO_sBM_cAll_d21_mHO5_ch05:0.633210;gHO_sBM_cAll_d21_mHO2_ch01:0.632183;gHO_sBM_cAll_d20_mHO5_ch05:0.630080;gHO_sBM_cAll_d21_mHO5_ch02:0.629705;gHO_sBM_cAll_d20_mHO5_ch04:0.629144;gHO_sBM_cAll_d21_mHO2_ch02:0.628487;gHO_sBM_cAll_d19_mHO2_ch01:0.628306;gHO_sBM_cAll_d21_mHO5_ch04:0.627001;gHO_sBM_cAll_d20_mHO5_ch07:0.626694;gHO_sBM_cAll_d21_mHO3_ch01:0.624533;gHO_sBM_cAll_d20_mHO5_ch09:0.622770;gHO_sBM_cAll_d21_mHO5_ch08:0.621031;gHO_sBM_cAll_d21_mHO3_ch02:0.619723;gHO_sBM_cAll_d20_mHO5_ch08:0.619374,JB3:0.676076;JB5:0.659498;JB1:0.635980;LO4:0.631837;WA4:0.618847,0.160744077,right_wrist_yaw,right_wrist_pitch,0.630085300,gPO_sBM_cAll_d10_mPO3_ch02;gPO_sBM_cAll_d10_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch01;gPO_sBM_cAll_d11_mPO0_ch02;gPO_sBM_cAll_d10_mPO0_ch02;gPO_sBM_cAll_d12_mPO3_ch02;gPO_sBM_cAll_d12_mPO2_ch02;gPO_sBM_cAll_d10_mPO2_ch02;gPO_sBM_cAll_d12_mPO3_ch01;gPO_sBM_cAll_d12_mPO2_ch01;gPO_sBM_cAll_d10_mPO3_ch01;gHO_sBM_cAll_d20_mHO5_ch05;gHO_sBM_cAll_d21_mHO5_ch04;gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,23,0.521491,-0.189923,0.348080,0.877109,gHO_sBM_cAll_d20_mHO5_ch10;gHO_sBM_cAll_d21_mHO5_ch10;gHO_sBM_cAll_d20_mHO5_ch06;gHO_sBM_cAll_d21_mHO5_ch09;gHO_sBM_cAll_d21_mHO5_ch03;gHO_sBM_cAll_d19_mHO2_ch02;gHO_sBM_cAll_d21_mHO5_ch05;gHO_sBM_cAll_d21_mHO2_ch01;gHO_sBM_cAll_d21_mHO5_ch02;gHO_sBM_cAll_d20_mHO5_ch04,0.287464439,0.550000,0.000000000,0.000000000,0.000000000,2.615650,0.550000,0,35.899033,HO,0.842011,gHO_sBM_cAll_d20_mHO5_ch10,0.651306,JB3,0.676076,0.016578,hermite,0.000000,0.350000,,106238,0.143529412,0.4910511999987648,selected_exit,,1.416666666666666,37.849778000
