motion_a,motion_b,dtw_deg,aligned_deg,same_genre
gJS_sBM_cAll_d03_mJS2_ch01,gPO_sBM_cAll_d12_mPO4_ch01,26.9005,31.5004,False
gLO_sFM_cAll_d15_mLO2_ch17,gPO_sBM_cAll_d11_mPO1_ch08,26.9008,29.9945,False
gLO_sBM_cAll_d15_mLO5_ch01,gMH_sBM_cAll_d24_mMH3_ch07,26.9009,33.2055,False
gJB_sBM_cAll_d08_mJB5_ch06,gPO_sBM_cAll_d10_mPO1_ch07,26.9009,35.6033,False
gMH_sBM_cAll_d24_mMH4_ch02,gPO_sBM_cAll_d10_mPO3_ch02,26.9011,31.0696,False
gKR_sBM_cAll_d29_mKR4_ch01,gLO_sBM_cAll_d14_mLO4_ch01,26.9015,31.333,False
gHO_sBM_cAll_d19_mHO2_ch01,gLO_sBM_cAll_d13_mLO2_ch04,26.9019,28.0119,False
gHO_sFM_cAll_d19_mHO5_ch06,gPO_sBM_cAll_d10_mPO1_ch06,26.9019,28.6301,False
gJS_sBM_cAll_d01_mJS1_ch01,gPO_sBM_cAll_d12_mPO3_ch02,26.9028,34.2612,False
gBR_sBM_cAll_d06_mBR2_ch02,gKR_sBM_cAll_d28_mKR2_ch05,26.9029,29.8803,False
gLH_sBM_cAll_d18_mLH4_ch01,gLH_sBM_cAll_d18_mLH4_ch09,26.903,31.7927,True
gBR_sBM_cAll_d04_mBR0_ch01,gHO_sBM_cAll_d19_mHO0_ch01,26.9032,29.4794,False
gHO_sBM_cAll_d19_mHO3_ch01,gMH_sBM_cAll_d22_mMH3_ch09,26.9034,32.4897,False
gKR_sBM_cAll_d28_mKR3_ch02,gMH_sBM_cAll_d22_mMH3_ch07,26.9035,29.6379,False
gJB_sBM_cAll_d09_mJB5_ch04,gPO_sBM_cAll_d11_mPO1_ch04,26.9035,29.5876,False
gJS_sBM_cAll_d01_mJS2_ch02,gPO_sBM_cAll_d10_mPO3_ch02,26.9037,29.1743,False
gJB_sBM_cAll_d07_mJB1_ch01,gPO_sBM_cAll_d10_mPO3_ch01,26.9039,28.8377,False
gJS_sBM_cAll_d03_mJS3_ch04,gJS_sBM_cAll_d03_mJS5_ch01,26.9041,32.5382,True
gBR_sBM_cAll_d04_mBR0_ch06,gKR_sBM_cAll_d30_mKR2_ch10,26.9044,32.9457,False
gMH_sBM_cAll_d24_mMH3_ch08,gMH_sFM_cAll_d23_mMH3_ch11,26.9053,31.6884,True
gBR_sBM_cAll_d05_mBR4_ch02,gMH_sBM_cAll_d24_mMH3_ch10,26.9054,35.0694,False
gKR_sBM_cAll_d30_mKR4_ch01,gPO_sBM_cAll_d10_mPO3_ch02,26.9054,34.0117,False
gLO_sBM_cAll_d14_mLO1_ch02,gPO_sBM_cAll_d11_mPO1_ch07,26.9054,32.2923,False
gBR_sBM_cAll_d04_mBR2_ch02,gPO_sBM_cAll_d11_mPO1_ch09,26.9056,28.8105,False
gJS_sBM_cAll_d01_mJS3_ch09,gKR_sBM_cAll_d29_mKR5_ch01,26.9056,31.3708,False
gBR_sBM_cAll_d05_mBR0_ch01,gHO_sFM_cAll_d19_mHO5_ch06,26.9058,30.8426,False
gKR_sBM_cAll_d28_mKR3_ch02,gPO_sBM_cAll_d11_mPO5_ch02,26.9059,27.0786,False
gHO_sBM_cAll_d21_mHO5_ch02,gJS_sBM_cAll_d03_mJS3_ch02,26.9061,26.9061,False
gHO_sBM_cAll_d21_mHO5_ch02,gJS_sBM_cAll_d03_mJS3_ch09,26.9062,30.4511,False
gLH_sBM_cAll_d18_mLH2_ch02,gMH_sBM_cAll_d22_mMH1_ch02,26.9067,32.7427,False
gJB_sBM_cAll_d07_mJB2_ch01,gLO_sFM_cAll_d13_mLO2_ch03,26.907,29.8144,False
gJB_sBM_cAll_d09_mJB4_ch02,gLO_sBM_cAll_d13_mLO3_ch01,26.9072,28.4504,False
gLH_sBM_cAll_d18_mLH4_ch10,gMH_sBM_cAll_d22_mMH3_ch09,26.9073,33.801,False
gKR_sBM_cAll_d28_mKR2_ch02,gKR_sBM_cAll_d30_mKR2_ch05,26.9074,31.9365,True
gMH_sBM_cAll_d22_mMH3_ch09,gPO_sBM_cAll_d11_mPO1_ch01,26.9074,33.8815,False
gKR_sBM_cAll_d28_mKR3_ch02,gMH_sBM_cAll_d24_mMH2_ch02,26.9085,29.3378,False
gMH_sBM_cAll_d23_mMH5_ch02,gWA_sBM_cAll_d25_mWA0_ch04,26.9087,31.9013,False
gHO_sBM_cAll_d21_mHO5_ch10,gLO_sBM_cAll_d14_mLO4_ch02,26.9087,29.2687,False
gHO_sFM_cAll_d19_mHO5_ch06,gJB_sBM_cAll_d08_mJB0_ch01,26.9088,30.8678,False
gHO_sBM_cAll_d21_mHO5_ch05,gPO_sFM_cAll_d12_mPO1_ch16,26.909,31.3276,False
gMH_sBM_cAll_d23_mMH4_ch02,gWA_sBM_cAll_d26_mWA0_ch05,26.909,29.6539,False
gBR_sBM_cAll_d06_mBR5_ch02,gPO_sBM_cAll_d11_mPO1_ch03,26.9092,30.5308,False
gKR_sBM_cAll_d30_mKR4_ch02,gLO_sBM_cAll_d15_mLO5_ch01,26.9093,29.8558,False
gJS_sBM_cAll_d03_mJS3_ch02,gPO_sBM_cAll_d11_mPO1_ch04,26.9095,26.9095,False
gHO_sFM_cAll_d19_mHO5_ch06,gLH_sBM_cAll_d18_mLH4_ch01,26.9095,33.1356,False
gBR_sBM_cAll_d05_mBR5_ch01,gJB_sBM_cAll_d07_mJB1_ch01,26.9096,30.505,False
gLH_sBM_cAll_d16_mLH1_ch02,gLO_sBM_cAll_d14_mLO4_ch02,26.9097,30.535,False
gJS_sBM_cAll_d03_mJS3_ch05,gPO_sBM_cAll_d10_mPO2_ch01,26.9108,26.9108,False
gBR_sBM_cAll_d05_mBR0_ch01,gJB_sBM_cAll_d08_mJB1_ch02,26.911,31.9732,False
gMH_sFM_cAll_d22_mMH3_ch04,gPO_sBM_cAll_d12_mPO5_ch02,26.9111,35.2304,False
gJS_sBM_cAll_d01_mJS1_ch01,gPO_sBM_cAll_d12_mPO2_ch02,26.9112,33.964,False
gJB_sBM_cAll_d07_mJB0_ch01,gJS_sBM_cAll_d03_mJS2_ch02,26.9114,26.9114,False
gLO_sFM_cAll_d14_mLO2_ch10,gLO_sFM_cAll_d15_mLO2_ch17,26.9115,34.2232,True
gLO_sBM_cAll_d13_mLO3_ch01,gPO_sBM_cAll_d10_mPO1_ch06,26.9117,28.717,False
gLO_sBM_cAll_d15_mLO2_ch08,gMH_sBM_cAll_d23_mMH5_ch02,26.9117,30.3792,False
gLO_sBM_cAll_d13_mLO2_ch02,gPO_sBM_cAll_d11_mPO1_ch03,26.9118,27.9551,False
gJS_sBM_cAll_d01_mJS2_ch02,gJS_sBM_cAll_d03_mJS3_ch04,26.9122,28.4715,True
gKR_sBM_cAll_d28_mKR2_ch08,gKR_sBM_cAll_d30_mKR2_ch02,26.9125,29.5627,True
gPO_sBM_cAll_d11_mPO1_ch04,gPO_sFM_cAll_d10_mPO1_ch02,26.9125,31.484,True
gJS_sBM_cAll_d03_mJS2_ch02,gPO_sBM_cAll_d12_mPO5_ch02,26.9126,26.9126,False
gHO_sBM_cAll_d20_mHO5_ch07,gWA_sBM_cAll_d26_mWA0_ch05,26.9128,28.5701,False
gJB_sBM_cAll_d08_mJB0_ch02,gLH_sBM_cAll_d17_mLH4_ch06,26.9131,30.5062,False
gJB_sBM_cAll_d08_mJB1_ch02,gWA_sBM_cAll_d25_mWA0_ch06,26.9133,33.8006,False
gJS_sBM_cAll_d03_mJS3_ch09,gMH_sBM_cAll_d22_mMH3_ch08,26.9134,31.4143,False
gJB_sBM_cAll_d08_mJB5_ch04,gJS_sBM_cAll_d01_mJS3_ch06,26.9136,33.6981,False
gJB_sBM_cAll_d08_mJB1_ch01,gLH_sBM_cAll_d17_mLH1_ch02,26.9138,30.3294,False
gHO_sBM_cAll_d19_mHO0_ch01,gLH_sBM_cAll_d18_mLH4_ch01,26.9139,30.9456,False
gJB_sBM_cAll_d08_mJB5_ch08,gJS_sBM_cAll_d02_mJS4_ch01,26.9142,33.9475,False
gBR_sBM_cAll_d04_mBR0_ch02,gJB_sBM_cAll_d09_mJB5_ch01,26.9144,30.9354,False
gJS_sBM_cAll_d03_mJS3_ch09,gKR_sBM_cAll_d30_mKR3_ch01,26.9145,31.2624,False
gJB_sBM_cAll_d08_mJB0_ch02,gWA_sBM_cAll_d26_mWA0_ch05,26.9146,31.2674,False
gLO_sBM_cAll_d15_mLO2_ch08,gLO_sFM_cAll_d13_mLO2_ch03,26.9149,32.6892,True
gJB_sBM_cAll_d08_mJB5_ch04,gJS_sBM_cAll_d01_mJS3_ch05,26.9149,27.3765,False
gKR_sBM_cAll_d29_mKR5_ch01,gPO_sBM_cAll_d10_mPO2_ch01,26.9151,30.6076,False
gJB_sBM_cAll_d09_mJB3_ch01,gPO_sBM_cAll_d12_mPO2_ch02,26.9151,31.2104,False
gJB_sBM_cAll_d08_mJB1_ch02,gLH_sBM_cAll_d17_mLH4_ch06,26.9152,31.4021,False
gJS_sBM_cAll_d03_mJS3_ch01,gPO_sBM_cAll_d11_mPO1_ch07,26.9155,35.8302,False
gBR_sBM_cAll_d04_mBR2_ch02,gJS_sBM_cAll_d03_mJS3_ch04,26.9156,28.6121,False
gJB_sBM_cAll_d08_mJB1_ch01,gJS_sBM_cAll_d03_mJS4_ch02,26.9158,26.9158,False
gJS_sBM_cAll_d01_mJS3_ch07,gLH_sBM_cAll_d17_mLH4_ch04,26.916,33.5771,False
gHO_sFM_cAll_d21_mHO5_ch20,gLO_sBM_cAll_d13_mLO1_ch02,26.9161,30.679,False
gBR_sBM_cAll_d04_mBR0_ch05,gHO_sBM_cAll_d21_mHO4_ch02,26.9161,35.0357,False
gLH_sBM_cAll_d17_mLH4_ch02,gMH_sBM_cAll_d24_mMH4_ch01,26.9162,29.814,False
gLO_sBM_cAll_d15_mLO2_ch05,gMH_sBM_cAll_d23_mMH5_ch02,26.9167,29.8178,False
gJB_sBM_cAll_d07_mJB0_ch02,gJB_sBM_cAll_d09_mJB4_ch02,26.917,31.7666,True
gBR_sBM_cAll_d06_mBR4_ch02,gKR_sBM_cAll_d29_mKR5_ch02,26.917,30.2633,False
gLH_sBM_cAll_d18_mLH2_ch02,gLO_sFM_cAll_d15_mLO2_ch17,26.9172,29.6207,False
gHO_sBM_cAll_d20_mHO5_ch03,gWA_sBM_cAll_d25_mWA0_ch05,26.9172,29.1374,False
gJB_sBM_cAll_d08_mJB4_ch01,gMH_sBM_cAll_d22_mMH3_ch09,26.9172,33.7332,False
gMH_sBM_cAll_d23_mMH0_ch02,gPO_sBM_cAll_d12_mPO2_ch02,26.9173,32.0826,False
gMH_sBM_cAll_d24_mMH3_ch10,gPO_sBM_cAll_d11_mPO5_ch01,26.9175,36.052,False
gKR_sBM_cAll_d28_mKR2_ch08,gLH_sBM_cAll_d18_mLH2_ch02,26.9176,30.8669,False
gHO_sBM_cAll_d21_mHO2_ch02,gLO_sBM_cAll_d15_mLO5_ch02,26.9179,29.0967,False
gBR_sBM_cAll_d06_mBR2_ch01,gJB_sBM_cAll_d07_mJB0_ch02,26.9179,35.8696,False
gLH_sBM_cAll_d18_mLH3_ch02,gMH_sBM_cAll_d22_mMH2_ch02,26.918,34.8448,False
gJS_sBM_cAll_d03_mJS3_ch09,gKR_sBM_cAll_d29_mKR5_ch01,26.918,30.3655,False
gJB_sBM_cAll_d07_mJB3_ch02,gLO_sBM_cAll_d13_mLO2_ch04,26.9181,28.779,False
gHO_sBM_cAll_d20_mHO5_ch01,gJS_sBM_cAll_d03_mJS3_ch08,26.9184,27.1306,False
gHO_sBM_cAll_d20_mHO4_ch01,gLH_sBM_cAll_d17_mLH5_ch01,26.9189,30.8982,False
gBR_sBM_cAll_d04_mBR0_ch01,gPO_sFM_cAll_d11_mPO1_ch09,26.9194,33.0098,False
gLH_sFM_cAll_d16_mLH4_ch05,gLO_sBM_cAll_d13_mLO0_ch01,26.9198,29.5969,False
gBR_sBM_cAll_d06_mBR4_ch01,gLH_sBM_cAll_d18_mLH4_ch05,26.92,41.008,False
gJS_sBM_cAll_d01_mJS3_ch09,gWA_sBM_cAll_d26_mWA0_ch04,26.9202,34.2202,False
gKR_sBM_cAll_d29_mKR0_ch02,gLH_sBM_cAll_d17_mLH4_ch06,26.9204,31.6906,False
gPO_sBM_cAll_d10_mPO3_ch02,gPO_sBM_cAll_d11_mPO1_ch04,26.9207,31.4654,True
gKR_sBM_cAll_d28_mKR2_ch01,gWA_sBM_cAll_d26_mWA0_ch06,26.9208,29.4072,False
gLH_sBM_cAll_d17_mLH1_ch01,gLO_sBM_cAll_d15_mLO2_ch08,26.9208,31.4761,False
gBR_sBM_cAll_d06_mBR4_ch02,gKR_sBM_cAll_d30_mKR3_ch01,26.9208,30.2076,False
gBR_sBM_cAll_d06_mBR3_ch02,gKR_sBM_cAll_d29_mKR0_ch02,26.9212,29.0654,False
gJB_sBM_cAll_d09_mJB5_ch08,gPO_sBM_cAll_d11_mPO1_ch01,26.9212,29.4997,False
gJB_sBM_cAll_d09_mJB4_ch01,gJS_sBM_cAll_d02_mJS5_ch01,26.9214,33.1081,False
gJB_sBM_cAll_d08_mJB1_ch01,gLH_sBM_cAll_d16_mLH1_ch01,26.9226,30.9004,False
gJS_sBM_cAll_d01_mJS3_ch02,gPO_sBM_cAll_d12_mPO2_ch01,26.9226,27.0674,False
gHO_sBM_cAll_d21_mHO5_ch04,gJS_sBM_cAll_d03_mJS3_ch04,26.9227,28.2677,False
gKR_sBM_cAll_d28_mKR2_ch07,gWA_sBM_cAll_d25_mWA0_ch06,26.9231,32.8711,False
gMH_sBM_cAll_d23_mMH4_ch02,gWA_sBM_cAll_d25_mWA0_ch04,26.9231,32.5967,False
gLH_sBM_cAll_d17_mLH4_ch06,gMH_sBM_cAll_d22_mMH3_ch03,26.9235,28.5135,False
gBR_sBM_cAll_d04_mBR0_ch04,gBR_sBM_cAll_d06_mBR5_ch01,26.9239,44.8378,True
gJS_sBM_cAll_d02_mJS4_ch02,gPO_sBM_cAll_d11_mPO1_ch07,26.9241,26.9241,False
gBR_sBM_cAll_d05_mBR0_ch04,gHO_sBM_cAll_d21_mHO2_ch02,26.9247,31.1271,False
gJB_sBM_cAll_d07_mJB0_ch02,gJS_sBM_cAll_d02_mJS1_ch02,26.925,27.0671,False
gBR_sBM_cAll_d06_mBR4_ch02,gJB_sBM_cAll_d09_mJB2_ch02,26.925,34.8384,False
gHO_sBM_cAll_d21_mHO5_ch04,gLH_sBM_cAll_d16_mLH2_ch02,26.9256,32.2227,False
gLO_sFM_cAll_d13_mLO2_ch03,gMH_sBM_cAll_d23_mMH5_ch02,26.9258,29.9535,False
gLH_sBM_cAll_d17_mLH4_ch03,gLH_sBM_cAll_d18_mLH3_ch01,26.9261,32.6086,True
gBR_sBM_cAll_d06_mBR5_ch02,gPO_sBM_cAll_d10_mPO0_ch02,26.9265,29.6815,False
gLH_sBM_cAll_d16_mLH1_ch01,gMH_sBM_cAll_d22_mMH3_ch08,26.9272,31.2344,False
gJB_sBM_cAll_d07_mJB2_ch02,gPO_sBM_cAll_d11_mPO1_ch05,26.9278,29.073,False
gKR_sBM_cAll_d30_mKR4_ch01,gLH_sBM_cAll_d17_mLH1_ch01,26.9281,30.4405,False
gLH_sBM_cAll_d18_mLH4_ch05,gMH_sBM_cAll_d24_mMH3_ch07,26.9282,32.9833,False
gJS_sBM_cAll_d03_mJS3_ch04,gKR_sBM_cAll_d30_mKR2_ch07,26.9282,29.8661,False
gJB_sBM_cAll_d09_mJB4_ch01,gLO_sBM_cAll_d14_mLO1_ch01,26.9287,28.8398,False
gLH_sBM_cAll_d18_mLH4_ch05,gLO_sBM_cAll_d13_mLO2_ch05,26.9289,32.3655,False
gLH_sBM_cAll_d18_mLH2_ch02,gMH_sBM_cAll_d24_mMH4_ch01,26.929,31.16,False
gKR_sBM_cAll_d29_mKR5_ch01,gLO_sBM_cAll_d15_mLO5_ch01,26.9294,30.4554,False
gHO_sBM_cAll_d21_mHO5_ch01,gWA_sBM_cAll_d26_mWA0_ch05,26.9294,29.296,False
gHO_sBM_cAll_d19_mHO2_ch02,gMH_sBM_cAll_d24_mMH5_ch02,26.9295,29.5959,False
gBR_sBM_cAll_d05_mBR4_ch01,gJS_sBM_cAll_d03_mJS3_ch02,26.9297,26.9297,False
gHO_sBM_cAll_d20_mHO0_ch01,gKR_sBM_cAll_d29_mKR0_ch01,26.9298,33.531,False
gLH_sBM_cAll_d17_mLH1_ch01,gMH_sBM_cAll_d23_mMH4_ch02,26.9299,32.5667,False
gJS_sBM_cAll_d02_mJS4_ch01,gWA_sBM_cAll_d26_mWA0_ch05,26.9302,33.7928,False
gMH_sBM_cAll_d22_mMH3_ch03,gMH_sBM_cAll_d24_mMH2_ch02,26.9305,30.7294,True
gLO_sBM_cAll_d14_mLO4_ch02,gPO_sBM_cAll_d12_mPO3_ch02,26.9305,33.2477,False
gLH_sBM_cAll_d18_mLH5_ch01,gPO_sBM_cAll_d11_mPO0_ch02,26.9306,35.2826,False
gLO_sFM_cAll_d15_mLO2_ch17,gPO_sBM_cAll_d10_mPO1_ch04,26.9307,29.2052,False
gHO_sBM_cAll_d19_mHO3_ch01,gLH_sFM_cAll_d16_mLH4_ch05,26.9308,30.0193,False
gHO_sBM_cAll_d21_mHO2_ch01,gLH_sBM_cAll_d17_mLH4_ch01,26.931,31.3373,False
gHO_sFM_cAll_d19_mHO5_ch06,gJS_sBM_cAll_d01_mJS3_ch04,26.931,28.144,False
gKR_sBM_cAll_d29_mKR4_ch02,gPO_sBM_cAll_d12_mPO4_ch01,26.9311,33.6312,False
gBR_sBM_cAll_d04_mBR2_ch01,gKR_sBM_cAll_d30_mKR2_ch02,26.9314,28.7218,False
gJB_sBM_cAll_d09_mJB3_ch01,gLO_sBM_cAll_d13_mLO1_ch02,26.9319,30.5253,False
gLO_sBM_cAll_d15_mLO4_ch01,gMH_sBM_cAll_d24_mMH3_ch05,26.932,26.932,False
gLO_sBM_cAll_d14_mLO5_ch02,gMH_sFM_cAll_d23_mMH3_ch11,26.9321,30.8643,False
gJS_sBM_cAll_d01_mJS3_ch08,gPO_sBM_cAll_d12_mPO5_ch01,26.9324,34.1779,False
gBR_sBM_cAll_d04_mBR0_ch01,gHO_sBM_cAll_d19_mHO0_ch02,26.9326,29.0168,False
gJB_sBM_cAll_d08_mJB0_ch02,gPO_sFM_cAll_d10_mPO1_ch02,26.9331,32.1161,False
gBR_sBM_cAll_d05_mBR0_ch01,gJB_sBM_cAll_d09_mJB3_ch01,26.9338,30.6535,False
gHO_sBM_cAll_d20_mHO5_ch10,gKR_sBM_cAll_d28_mKR3_ch01,26.934,31.9207,False
gMH_sBM_cAll_d24_mMH3_ch05,gPO_sBM_cAll_d11_mPO0_ch02,26.9341,29.8951,False
gJB_sBM_cAll_d07_mJB1_ch01,gMH_sBM_cAll_d23_mMH4_ch02,26.9341,27.4855,False
gHO_sBM_cAll_d19_mHO3_ch01,gJB_sBM_cAll_d08_mJB5_ch01,26.9342,30.3542,False
gJS_sBM_cAll_d03_mJS4_ch01,gPO_sBM_cAll_d10_mPO1_ch09,26.9344,32.139,False
gBR_sBM_cAll_d04_mBR0_ch02,gLO_sFM_cAll_d13_mLO2_ch03,26.9346,32.2919,False
gLH_sBM_cAll_d17_mLH4_ch09,gWA_sBM_cAll_d25_mWA0_ch07,26.935,33.0243,False
gJS_sBM_cAll_d02_mJS0_ch01,gJS_sBM_cAll_d02_mJS1_ch02,26.9351,28.9946,True
gHO_sBM_cAll_d20_mHO5_ch06,gJS_sBM_cAll_d02_mJS0_ch02,26.9352,26.9352,False
gJS_sBM_cAll_d03_mJS3_ch09,gPO_sBM_cAll_d11_mPO1_ch01,26.9355,29.1328,False
gBR_sBM_cAll_d05_mBR0_ch01,gJS_sBM_cAll_d01_mJS3_ch09,26.9356,31.0483,False
gBR_sBM_cAll_d06_mBR4_ch01,gLH_sBM_cAll_d18_mLH4_ch10,26.9361,34.1832,False
gLH_sBM_cAll_d16_mLH1_ch02,gMH_sBM_cAll_d22_mMH3_ch09,26.9364,32.5857,False
gLH_sBM_cAll_d17_mLH4_ch01,gLH_sBM_cAll_d18_mLH4_ch01,26.9365,32.6329,True
gKR_sBM_cAll_d29_mKR4_ch01,gKR_sBM_cAll_d29_mKR5_ch02,26.9369,33.2587,True
gBR_sBM_cAll_d05_mBR4_ch02,gHO_sBM_cAll_d20_mHO5_ch07,26.9369,31.1411,False
gHO_sBM_cAll_d20_mHO5_ch07,gMH_sBM_cAll_d23_mMH0_ch01,26.9369,30.2335,False
gMH_sBM_cAll_d24_mMH3_ch08,gPO_sBM_cAll_d10_mPO1_ch08,26.9372,29.2731,False
gKR_sBM_cAll_d29_mKR5_ch01,gPO_sBM_cAll_d10_mPO1_ch02,26.9372,31.7793,False
gBR_sBM_cAll_d05_mBR4_ch01,gJS_sBM_cAll_d03_mJS3_ch06,26.9373,32.4799,False
gLO_sBM_cAll_d14_mLO0_ch02,gPO_sBM_cAll_d11_mPO1_ch03,26.9375,30.9324,False
gJS_sBM_cAll_d01_mJS3_ch04,gLH_sBM_cAll_d18_mLH4_ch09,26.9379,28.6501,False
gHO_sBM_cAll_d21_mHO5_ch09,gLO_sBM_cAll_d14_mLO5_ch02,26.938,28.6213,False
gJB_sBM_cAll_d09_mJB5_ch02,gPO_sBM_cAll_d12_mPO2_ch02,26.938,31.755,False
gHO_sBM_cAll_d21_mHO5_ch10,gWA_sBM_cAll_d26_mWA0_ch06,26.938,33.0258,False
gLO_sBM_cAll_d14_mLO1_ch02,gPO_sBM_cAll_d11_mPO5_ch01,26.9381,27.4169,False
gJS_sBM_cAll_d03_mJS3_ch08,gLH_sBM_cAll_d17_mLH5_ch02,26.9382,29.7791,False
gKR_sBM_cAll_d28_mKR2_ch08,gPO_sBM_cAll_d11_mPO0_ch02,26.9383,30.9595,False
gKR_sBM_cAll_d30_mKR2_ch09,gLO_sBM_cAll_d13_mLO0_ch01,26.9384,29.7437,False
gHO_sBM_cAll_d21_mHO5_ch10,gLO_sFM_cAll_d15_mLO2_ch17,26.9386,30.3708,False
gHO_sBM_cAll_d21_mHO5_ch09,gLO_sBM_cAll_d14_mLO0_ch02,26.9387,31.1265,False
gLO_sBM_cAll_d14_mLO0_ch02,gPO_sBM_cAll_d10_mPO1_ch08,26.939,31.5017,False
gHO_sBM_cAll_d19_mHO0_ch01,gWA_sBM_cAll_d25_mWA0_ch10,26.9391,29.9255,False
gHO_sBM_cAll_d20_mHO4_ch01,gMH_sFM_cAll_d22_mMH3_ch04,26.9391,30.7631,False
gKR_sBM_cAll_d28_mKR2_ch09,gPO_sBM_cAll_d11_mPO1_ch05,26.9391,28.1212,False
gBR_sBM_cAll_d04_mBR0_ch04,gLH_sBM_cAll_d17_mLH4_ch03,26.94,31.6254,False
gLH_sBM_cAll_d17_mLH4_ch09,gMH_sBM_cAll_d23_mMH5_ch01,26.94,30.4766,False
gKR_sBM_cAll_d30_mKR2_ch10,gLH_sBM_cAll_d16_mLH2_ch02,26.9403,30.8825,False
gJS_sBM_cAll_d01_mJS3_ch09,gPO_sBM_cAll_d10_mPO3_ch01,26.9406,29.6186,False
gHO_sBM_cAll_d20_mHO5_ch08,gMH_sBM_cAll_d22_mMH3_ch09,26.9406,31.3664,False
gJB_sBM_cAll_d07_mJB2_ch01,gLO_sBM_cAll_d14_mLO1_ch02,26.9407,28.0537,False
gBR_sBM_cAll_d04_mBR0_ch06,gJS_sBM_cAll_d01_mJS3_ch07,26.9409,30.3175,False
gLO_sBM_cAll_d13_mLO0_ch02,gWA_sBM_cAll_d25_mWA0_ch10,26.9411,29.9985,False
gMH_sBM_cAll_d23_mMH0_ch02,gPO_sBM_cAll_d11_mPO1_ch06,26.9416,29.8257,False
gJB_sBM_cAll_d08_mJB5_ch06,gJS_sBM_cAll_d03_mJS3_ch06,26.9417,34.2809,False
gBR_sBM_cAll_d05_mBR5_ch01,gJB_sBM_cAll_d09_mJB3_ch01,26.9417,31.1075,False
gKR_sBM_cAll_d30_mKR2_ch10,gLH_sBM_cAll_d18_mLH3_ch01,26.9418,28.8133,False
gKR_sBM_cAll_d29_mKR0_ch01,gKR_sBM_cAll_d30_mKR2_ch02,26.9432,32.338,True
gJB_sBM_cAll_d08_mJB0_ch02,gJS_sBM_cAll_d01_mJS3_ch04,26.9432,29.3036,False
gJB_sBM_cAll_d08_mJB0_ch02,gJB_sBM_cAll_d08_mJB5_ch04,26.9437,34.6116,True
gKR_sBM_cAll_d30_mKR2_ch05,gKR_sBM_cAll_d30_mKR2_ch10,26.9437,33.7983,True
gKR_sBM_cAll_d30_mKR2_ch07,gPO_sBM_cAll_d10_mPO1_ch05,26.9438,29.5499,False
gLH_sBM_cAll_d16_mLH3_ch01,gMH_sBM_cAll_d23_mMH1_ch01,26.9443,33.1638,False
gJB_sBM_cAll_d09_mJB3_ch01,gLH_sBM_cAll_d16_mLH2_ch01,26.9444,30.0283,False
gBR_sBM_cAll_d06_mBR5_ch02,gLH_sBM_cAll_d18_mLH4_ch04,26.9452,32.919,False
gJS_sBM_cAll_d03_mJS3_ch08,gLO_sBM_cAll_d15_mLO4_ch01,26.9454,28.7251,False
gJS_sBM_cAll_d02_mJS5_ch02,gLH_sBM_cAll_d18_mLH2_ch01,26.9457,27.6471,False
gJB_sBM_cAll_d07_mJB1_ch01,gJS_sBM_cAll_d03_mJS3_ch03,26.9458,33.2397,False
gBR_sBM_cAll_d05_mBR4_ch02,gLH_sBM_cAll_d16_mLH1_ch01,26.9459,31.5033,False
gHO_sBM_cAll_d20_mHO5_ch04,gMH_sBM_cAll_d22_mMH2_ch02,26.9464,32.1449,False
gJB_sBM_cAll_d08_mJB0_ch02,gLO_sBM_cAll_d15_mLO4_ch01,26.9465,27.7525,False
gHO_sBM_cAll_d21_mHO5_ch10,gKR_sBM_cAll_d30_mKR2_ch01,26.9475,31.9032,False
gLO_sBM_cAll_d15_mLO4_ch01,gMH_sBM_cAll_d24_mMH3_ch08,26.9476,27.4346,False
gLH_sBM_cAll_d18_mLH4_ch06,gLO_sFM_cAll_d14_mLO2_ch10,26.9477,31.2222,False
gLH_sBM_cAll_d17_mLH4_ch02,gLH_sFM_cAll_d16_mLH4_ch05,26.9481,30.8539,True
gLH_sBM_cAll_d18_mLH4_ch01,gLO_sBM_cAll_d15_mLO2_ch01,26.9482,29.0136,False
gHO_sBM_cAll_d20_mHO5_ch07,gMH_sBM_cAll_d22_mMH3_ch10,26.9487,33.3332,False
gKR_sBM_cAll_d28_mKR2_ch04,gMH_sBM_cAll_d23_mMH5_ch01,26.9494,34.8545,False
gLH_sBM_cAll_d18_mLH3_ch01,gMH_sBM_cAll_d23_mMH1_ch01,26.9496,35.2316,False
gBR_sBM_cAll_d05_mBR0_ch04,gHO_sBM_cAll_d20_mHO4_ch02,26.9496,31.9527,False
gHO_sBM_cAll_d21_mHO5_ch06,gKR_sBM_cAll_d29_mKR4_ch02,26.95,27.9312,False
gPO_sBM_cAll_d11_mPO0_ch01,gWA_sBM_cAll_d25_mWA0_ch10,26.9503,31.0166,False
gBR_sBM_cAll_d05_mBR4_ch01,gMH_sBM_cAll_d24_mMH4_ch02,26.9503,35.1763,False
gJB_sBM_cAll_d08_mJB5_ch02,gJS_sBM_cAll_d03_mJS3_ch04,26.9504,28.1544,False
gKR_sBM_cAll_d28_mKR1_ch01,gLH_sBM_cAll_d18_mLH4_ch06,26.9506,27.9994,False
gLH_sBM_cAll_d18_mLH5_ch01,gMH_sBM_cAll_d24_mMH3_ch09,26.9509,32.49,False
